company_name,ticker,company_name_norm
ダイセキ環境ソリューション,1712,ダイセキ環境ソリューション
第一カッター興業,1716,第一カッター興業
明豊ファシリティワークス,1717,明豊ファシリティワークス
美樹工業,1718,美樹工業
安藤・間,1719,安藤・間
ゼロジャパン,171A,ゼロジャパン
東急建設,1720,東急建設
コムシスホールディングス,1721,コムシスホールディングス
日本電技,1723,日本電技
シンクレイヤ,1724,シンクレイヤ
ビーアールホールディングス,1726,ビーアールホールディングス
ネオホーム,172A,ネオホーム
オーテック,1736,オーテック
ハンモック,173A,ハンモック
太洋基礎工業,1758,太洋基礎工業
Ｗｉｌｌ　Ｓｍａｒｔ,175A,Ｗｉｌｌ Ｓｍａｒｔ
高松コンストラクショングループ,1762,高松コンストラクショングループ
工藤建設,1764,工藤建設
東建コーポレーション,1766,東建コーポレーション
ソネック,1768,ソネック
レジル,176A,レジル
藤田エンジニアリング,1770,藤田エンジニアリング
ワイ・ティー・エル・コーポレーション・バーハッド,1773,ワイ・ティー・エル・コーポレーション・バーハッド
三井住建道路,1776,三井住建道路
コージンバイオ,177A,コージンバイオ
ヤマウラ,1780,ヤマウラ
ｆａｎｔａｓｉｓｔａ,1783,ｆａｎｔａｓｉｓｔａ
オリエンタル白石,1786,オリエンタル白石
ナカボーテック,1787,ナカボーテック
三東工業社,1788,三東工業社
グローバルＸ　革新的優良企業　ＥＴＦ,178A,グローバルＸ 革新的優良企業 ＥＴＦ
大本組,1793,大本組
マサル,1795,マサル
守谷商会,1798,守谷商会
第一建設工業,1799,第一建設工業
グローバルＸ　超長期米国債　ＥＴＦ（為替ヘッジあり）,179A,グローバルＸ 超長期米国債 ＥＴＦ（為替ヘッジあり）
大成建設,1801,大成建設
大林組,1802,大林組
清水建設,1803,清水建設
佐藤渡辺,1807,佐藤渡辺
長谷工コーポレーション,1808,長谷工コーポレーション
グローバルＸ　超長期米国債　ＥＴＦ,180A,グローバルＸ 超長期米国債 ＥＴＦ
松井建設,1810,松井建設
錢高組,1811,錢高組
鹿島建設,1812,鹿島建設
不動テトラ,1813,不動テトラ
大末建設,1814,大末建設
鉄建建設,1815,鉄建建設
ＭＡＸＩＳ米国国債１－３年上場投信（為替ヘッジなし）,181A,ＭＡＸＩＳ米国国債１－３年上場投信（為替ヘッジなし）
西松建設,1820,西松建設
三井住友建設,1821,三井住友建設
大豊建設,1822,大豊建設
佐田建設,1826,佐田建設
ナカノフドー建設,1827,ナカノフドー建設
田辺工業,1828,田辺工業
ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジなし）,182A,ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジなし）
奥村組,1833,奥村組
東鉄工業,1835,東鉄工業
ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジあり）,183A,ＭＡＸＩＳ米国国債２０年超上場投信（為替ヘッジあり）
土屋ホールディングス,1840,土屋ホールディングス
サンユー建設,1841,サンユー建設
大盛工業,1844,大盛工業
イチケン,1847,イチケン
富士ピー・エス,1848,富士ピー・エス
学びエイド,184A,学びエイド
南海辰村建設,1850,南海辰村建設
淺沼組,1852,淺沼組
森組,1853,森組
リサイクルテック・ジャパン,185A,リサイクルテック・ジャパン
戸田建設,1860,戸田建設
熊谷組,1861,熊谷組
北野建設,1866,北野建設
植木組,1867,植木組
アストロスケールホールディングス,186A,アストロスケールホールディングス
矢作建設工業,1870,矢作建設工業
ピーエス・コンストラクション,1871,ピーエス・コンストラクション
日本ハウスホールディングス,1873,日本ハウスホールディングス
大東建託,1878,大東建託
新日本建設,1879,新日本建設
東亜道路工業,1882,東亜道路工業
東亜建設工業,1885,東亜建設工業
日本国土開発,1887,日本国土開発
若築建設,1888,若築建設
グローバルＸ　インド・トップ１０＋　ＥＴＦ,188A,グローバルＸ インド・トップ１０＋ ＥＴＦ
東洋建設,1890,東洋建設
五洋建設,1893,五洋建設
金下建設,1897,金下建設
世紀東急工業,1898,世紀東急工業
福田組,1899,福田組
Ｄ＆Ｍカンパニー,189A,Ｄ＆Ｍカンパニー
大成温調,1904,大成温調
テノックス,1905,テノックス
日本ドライケミカル,1909,日本ドライケミカル
Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅｕｔｉｃｓ,190A,Ｃｈｏｒｄｉａ Ｔｈｅｒａｐｅｕｔｉｃｓ
住友林業,1911,住友林業
日本基礎技術,1914,日本基礎技術
ミモザ,191A,ミモザ
巴コーポレーション,1921,巴コーポレーション
大和ハウス工業,1925,大和ハウス工業
ライト工業,1926,ライト工業
積水ハウス,1928,積水ハウス
日特建設,1929,日特建設
インテグループ,192A,インテグループ
北陸電気工事,1930,北陸電気工事
ユアテック,1934,ユアテック
日本リーテック,1938,日本リーテック
四電工,1939,四電工
中電工,1941,中電工
関電工,1942,関電工
きんでん,1944,きんでん
東京エネシス,1945,東京エネシス
トーエネック,1946,トーエネック
弘電社,1948,弘電社
住友電設,1949,住友電設
ＷＯＬＶＥＳ　ＨＡＮＤ,194A,ＷＯＬＶＥＳ ＨＡＮＤ
日本電設工業,1950,日本電設工業
エクシオグループ,1951,エクシオグループ
新日本空調,1952,新日本空調
クラフティア,1959,クラフティア
ＭＵＳＣＡＴ　ＧＲＯＵＰ,195A,ＭＵＳＣＡＴ ＧＲＯＵＰ
サンテック,1960,サンテック
三機工業,1961,三機工業
日揮ホールディングス,1963,日揮ホールディングス
中外炉工業,1964,中外炉工業
テクノ菱和,1965,テクノ菱和
高田工業所,1966,高田工業所
ヤマト,1967,ヤマト
太平電業,1968,太平電業
高砂熱学工業,1969,高砂熱学工業
ＭＦＳ,196A,ＭＦＳ
三晃金属工業,1972,三晃金属工業
朝日工業社,1975,朝日工業社
明星工業,1976,明星工業
大氣社,1979,大氣社
タウンズ,197A,タウンズ
ダイダン,1980,ダイダン
協和日成,1981,協和日成
日比谷総合設備,1982,日比谷総合設備
ＰｏｓｔＰｒｉｍｅ,198A,ＰｏｓｔＰｒｉｍｅ
神田通信機,1992,神田通信機
高橋カーテンウォール工業,1994,高橋カーテンウォール工業
暁飯島工業,1997,暁飯島工業
メディエア,199A,メディエア
ニップン,2001,ニップン
日清製粉グループ本社,2002,日清製粉グループ本社
日東富士製粉,2003,日東富士製粉
昭和産業,2004,昭和産業
鳥越製粉,2009,鳥越製粉
ＮＥＸＴ　ＦＵＮＤＳ　日経半導体株指数連動型上場投信,200A,ＮＥＸＴ ＦＵＮＤＳ 日経半導体株指数連動型上場投信
ＳＭＤＡＭ　Ａｃｔｉｖｅ　ＥＴＦ　日本高配当株式,2011,ＳＭＤＡＭ Ａｃｔｉｖｅ ＥＴＦ 日本高配当株式
ｉシェアーズ　米国債０－３ヶ月　ＥＴＦ,2012,ｉシェアーズ 米国債０－３ヶ月 ＥＴＦ
ｉシェアーズ　米国高配当株　ＥＴＦ,2013,ｉシェアーズ 米国高配当株 ＥＴＦ
ｉシェアーズ　米国連続増配株　ＥＴＦ,2014,ｉシェアーズ 米国連続増配株 ＥＴＦ
ｉＦｒｅｅＥＴＦ　米国国債７－１０年（為替ヘッジなし）,2015,ｉＦｒｅｅＥＴＦ 米国国債７－１０年（為替ヘッジなし）
ｉＦｒｅｅＥＴＦ　米国国債７－１０年（為替ヘッジあり）,2016,ｉＦｒｅｅＥＴＦ 米国国債７－１０年（為替ヘッジあり）
ｉＦｒｅｅＥＴＦ　ＪＰＸプライム１５０,2017,ｉＦｒｅｅＥＴＦ ＪＰＸプライム１５０
グローバルＸ　ＵＳ　ＲＥＩＴ・トップ２０　ＥＴＦ,2018,グローバルＸ ＵＳ ＲＥＩＴ・トップ２０ ＥＴＦ
グローバルＸ　米国優先証券　ＥＴＦ（隔月分配型）,2019,グローバルＸ 米国優先証券 ＥＴＦ（隔月分配型）
ｉシェアーズ　Ｎｉｆｔｙ　５０　インド株　ＥＴＦ,201A,ｉシェアーズ Ｎｉｆｔｙ ５０ インド株 ＥＴＦ
豆蔵,202A,豆蔵
ＮＥＸＴ　ＮＯＴＥＳ　香港ハンセン・ダブル・ブル　ＥＴＮ,2031,ＮＥＸＴ ＮＯＴＥＳ 香港ハンセン・ダブル・ブル ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　香港ハンセン・ベア　ＥＴＮ,2032,ＮＥＸＴ ＮＯＴＥＳ 香港ハンセン・ベア ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　韓国ＫＯＳＰＩ・ダブル・ブル　ＥＴＮ,2033,ＮＥＸＴ ＮＯＴＥＳ 韓国ＫＯＳＰＩ・ダブル・ブル ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　韓国ＫＯＳＰＩ・ベア　ＥＴＮ,2034,ＮＥＸＴ ＮＯＴＥＳ 韓国ＫＯＳＰＩ・ベア ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　金先物　ダブル・ブル　ＥＴＮ,2036,ＮＥＸＴ ＮＯＴＥＳ 金先物 ダブル・ブル ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　金先物　ベア　ＥＴＮ,2037,ＮＥＸＴ ＮＯＴＥＳ 金先物 ベア ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　ドバイ原油先物　ダブル・ブル　ＥＴＮ,2038,ＮＥＸＴ ＮＯＴＥＳ ドバイ原油先物 ダブル・ブル ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　ドバイ原油先物　ベア　ＥＴＮ,2039,ＮＥＸＴ ＮＯＴＥＳ ドバイ原油先物 ベア ＥＴＮ
シュンビン,203A,シュンビン
ＮＥＸＴ　ＮＯＴＥＳ　ＮＹダウ・ダブル・ブル・ドルヘッジ　ＥＴＮ,2040,ＮＥＸＴ ＮＯＴＥＳ ＮＹダウ・ダブル・ブル・ドルヘッジ ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　ＮＹダウ・ベア・ドルヘッジ　ＥＴＮ,2041,ＮＥＸＴ ＮＯＴＥＳ ＮＹダウ・ベア・ドルヘッジ ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　東証グロース市場２５０　ＥＴＮ,2042,ＮＥＸＴ ＮＯＴＥＳ 東証グロース市場２５０ ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　ＳＴＯＸＸ　アセアン好配当５０（円、ネットリターン）ＥＴＮ,2043,ＮＥＸＴ ＮＯＴＥＳ ＳＴＯＸＸ アセアン好配当５０（円、ネットリターン）ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　Ｓ＆Ｐ５００　配当貴族（ネットリターン）　ＥＴＮ,2044,ＮＥＸＴ ＮＯＴＥＳ Ｓ＆Ｐ５００ 配当貴族（ネットリターン） ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　Ｓ＆Ｐ　シンガポール　リート（ネットリターン）　ＥＴＮ,2045,ＮＥＸＴ ＮＯＴＥＳ Ｓ＆Ｐ シンガポール リート（ネットリターン） ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　インドＮｉｆｔｙ・ダブル・ブル　ＥＴＮ,2046,ＮＥＸＴ ＮＯＴＥＳ インドＮｉｆｔｙ・ダブル・ブル ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　インドＮｉｆｔｙ・ベア　ＥＴＮ,2047,ＮＥＸＴ ＮＯＴＥＳ インドＮｉｆｔｙ・ベア ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　野村日本株高配当７０（ドルヘッジ、ネットリターン）ＥＴＮ,2048,ＮＥＸＴ ＮＯＴＥＳ 野村日本株高配当７０（ドルヘッジ、ネットリターン）ＥＴＮ
タイヨーパッケージ,204A,タイヨーパッケージ
ＮＥＸＴ　ＮＯＴＥＳ　ニッチトップ　中小型日本株（ネットリターン）ＥＴＮ,2050,ＮＥＸＴ ＮＯＴＥＳ ニッチトップ 中小型日本株（ネットリターン）ＥＴＮ
中部飼料,2053,中部飼料
日和産業,2055,日和産業
ロゴスホールディングス,205A,ロゴスホールディングス
フィード・ワン,2060,フィード・ワン
ＮＥＸＴ　ＮＯＴＥＳ　日本株配当貴族（ドルヘッジ、ネットリターン）ＥＴＮ,2065,ＮＥＸＴ ＮＯＴＥＳ 日本株配当貴族（ドルヘッジ、ネットリターン）ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　東証ＲＥＩＴ（ドルヘッジ、ネットリターン）ＥＴＮ,2066,ＮＥＸＴ ＮＯＴＥＳ 東証ＲＥＩＴ（ドルヘッジ、ネットリターン）ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　野村ＡＩビジネス７０（ネットリターン）ＥＴＮ,2067,ＮＥＸＴ ＮＯＴＥＳ 野村ＡＩビジネス７０（ネットリターン）ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　高ベータ３０（ネットリターン）ＥＴＮ,2068,ＮＥＸＴ ＮＯＴＥＳ 高ベータ３０（ネットリターン）ＥＴＮ
ＮＥＸＴ　ＮＯＴＥＳ　低ベータ５０（ネットリターン）ＥＴＮ,2069,ＮＥＸＴ ＮＯＴＥＳ 低ベータ５０（ネットリターン）ＥＴＮ
ＰＲＩＳＭ　ＢｉｏＬａｂ,206A,ＰＲＩＳＭ ＢｉｏＬａｂ
スマートＥＳＧ３０女性活躍（ネットリターン）ＥＴＮ,2070,スマートＥＳＧ３０女性活躍（ネットリターン）ＥＴＮ
スマートＥＳＧ３０総合（ネットリターン）ＥＴＮ,2071,スマートＥＳＧ３０総合（ネットリターン）ＥＴＮ
トップシェアインデックス（ネットリターン）ＥＴＮ,2072,トップシェアインデックス（ネットリターン）ＥＴＮ
スマートＥＳＧ３０低カーボンリスク（ネットリターン）ＥＴＮ,2073,スマートＥＳＧ３０低カーボンリスク（ネットリターン）ＥＴＮ
ライジングコーポレーション,207A,ライジングコーポレーション
ＰＢＲ１倍割れ解消推進ＥＴＦ,2080,ＰＢＲ１倍割れ解消推進ＥＴＦ
政策保有解消推進ＥＴＦ,2081,政策保有解消推進ＥＴＦ
投資家経営者一心同体ＥＴＦ,2082,投資家経営者一心同体ＥＴＦ
ＮＥＸＴ　ＦＵＮＤＳ　日本成長株アクティブ上場投信,2083,ＮＥＸＴ ＦＵＮＤＳ 日本成長株アクティブ上場投信
ＮＥＸＴ　ＦＵＮＤＳ　日本高配当株アクティブ上場投信,2084,ＮＥＸＴ ＦＵＮＤＳ 日本高配当株アクティブ上場投信
ＭＡＸＩＳ高配当日本株アクティブ上場投信,2085,ＭＡＸＩＳ高配当日本株アクティブ上場投信
ＮＺＡＭ　上場投信　Ｓ＆Ｐ５００（為替ヘッジあり）,2086,ＮＺＡＭ 上場投信 Ｓ＆Ｐ５００（為替ヘッジあり）
ＮＺＡＭ　上場投信　ＮＡＳＤＡＱ１００（為替ヘッジあり）,2087,ＮＺＡＭ 上場投信 ＮＡＳＤＡＱ１００（為替ヘッジあり）
ＮＺＡＭ　上場投信　ＮＹダウ３０（為替ヘッジあり）,2088,ＮＺＡＭ 上場投信 ＮＹダウ３０（為替ヘッジあり）
ＮＺＡＭ　上場投信　ＤＡＸ（為替ヘッジあり）,2089,ＮＺＡＭ 上場投信 ＤＡＸ（為替ヘッジあり）
構造計画研究所ホールディングス,208A,構造計画研究所ホールディングス
ＮＺＡＭ　上場投信　米国国債７－１０年（為替ヘッジあり）,2090,ＮＺＡＭ 上場投信 米国国債７－１０年（為替ヘッジあり）
ＮＺＡＭ　上場投信　ドイツ国債７－１０年（為替ヘッジあり）,2091,ＮＺＡＭ 上場投信 ドイツ国債７－１０年（為替ヘッジあり）
ＮＺＡＭ　上場投信　フランス国債７－１０年（為替ヘッジあり）,2092,ＮＺＡＭ 上場投信 フランス国債７－１０年（為替ヘッジあり）
上場Ｔｒａｃｅｒｓ　米国債０－２年ラダー（為替ヘッジなし）,2093,上場Ｔｒａｃｅｒｓ 米国債０－２年ラダー（為替ヘッジなし）
東証ＲＥＩＴインバースＥＴＦ,2094,東証ＲＥＩＴインバースＥＴＦ
グローバルＸ　Ｓ＆Ｐ５００配当貴族　ＥＴＦ（為替ヘッジあり）,2095,グローバルＸ Ｓ＆Ｐ５００配当貴族 ＥＴＦ（為替ヘッジあり）
グローバルＸ　オフィス・Ｊ－ＲＥＩＴ　ＥＴＦ,2096,グローバルＸ オフィス・Ｊ－ＲＥＩＴ ＥＴＦ
グローバルＸ　レジデンシャル・Ｊ－ＲＥＩＴ　ＥＴＦ,2097,グローバルＸ レジデンシャル・Ｊ－ＲＥＩＴ ＥＴＦ
グローバルＸ　ホテル＆リテール・Ｊ－ＲＥＩＴ　ＥＴＦ,2098,グローバルＸ ホテル＆リテール・Ｊ－ＲＥＩＴ ＥＴＦ
小野谷機工,209A,小野谷機工
日本甜菜製糖,2108,日本甜菜製糖
ＤＭ三井製糖,2109,ＤＭ三井製糖
ｉＦｒｅｅＥＴＦ　日経高利回りＲＥＩＴ指数,210A,ｉＦｒｅｅＥＴＦ 日経高利回りＲＥＩＴ指数
塩水港精糖,2112,塩水港精糖
フジ日本,2114,フジ日本
ウェルネオシュガー,2117,ウェルネオシュガー
カドス・コーポレーション,211A,カドス・コーポレーション
ＬＩＦＵＬＬ,2120,ＬＩＦＵＬＬ
ＭＩＸＩ,2121,ＭＩＸＩ
インタースペース,2122,インタースペース
ジェイエイシーリクルートメント,2124,ジェイエイシーリクルートメント
