sbti_id,company_name,isin,lei,organization_type,location,region,sector,near_term_status,near_term_target_classification,near_term_target_year,long_term_status,long_term_target_classification,long_term_target_year,net_zero_status,net_zero_year,full_target_language,ba15_status,ba15_date,target_classification_long,reason_for_extension_or_removal,date_updated
40009513,"Sumitomo Pharma Co., Ltd.",JP3495000006,NA,Corporate,Japan,Asia,"Pharmaceuticals, Biotechnology and Life Sciences",Targets set,1.5°C,FY2030,,,,,,"Sumitomo Pharma Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2020 base year. Sumitomo Pharma Co., Ltd. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services 25% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,09/11/2023
40009515,"SUMITOMO RUBBER INDUSTRIES,LTD.",JP3404200002,353800JD4V72SJ3EOX37,Corporate,Japan,Asia,Automobiles and Components,Targets set,1.5°C,2030,,,,,,"Sumitomo Rubber Industries, Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 55% by 2030 from a 2017 base year. Sumitomo Rubber Industries, Ltd. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services 25% by 2030 from a 2021 base year.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,11/04/2024
40001856,Suntory Beverage & Food Limited,JP3336560002,549300FONLMVK7YYYH41,Corporate,Japan,Asia,Food and Beverage Processing,Targets set,1.5°C,2030,Targets set,1.5°C,2050,Targets set,2050,"Overall Net-Zero Target: Suntory Beverage & Food Limited commits to reach net-zero greenhouse gas emissions across the value chain by 2050. Near-Term Targets: Suntory Beverage & Food Limited commits to reduce absolute scope 1, 2 and 3 GHG emissions 30% by 2030 from a 2019 base year.* Within this target, Suntory Beverage & Food Limited commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year.*
*The target boundary includes land-related emissions and removals from bioenergy feedstocks.  Suntory Beverage & Food Limited commits to reduce absolute scope 3 FLAG GHG emissions 33% by 2030 from a 2019 base year.**
**The target includes FLAG emissions and removals.
Suntory Beverage & Food Limited also commits to no deforestation across its primary deforestation-linked commodities, with a target date of no later than December 31, 2025. Long-Term Targets: Suntory Beverage & Food Limited commits to reduce absolute scope 1, 2 and 3 GHG emissions 90% by 2050 from a 2019 base year.*
*The target boundary includes land-related emissions and removals from bioenergy feedstocks. Suntory Beverage & Food Limited commits to reduce absolute scope 3 FLAG GHG emissions 72% by 2050 from a 2019 base year.**
**The target includes FLAG emissions and removals.",BA1.5 member,01/04/2021,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,Expired commitment,17/07/2025
40013895,Suntory Group,JP333657BA71,NA,Corporate,Japan,Asia,Food and Beverage Processing,Targets set,1.5°C,2030,Targets set,1.5°C,2050,Targets set,2050,"Overall net-zero target:
Suntory Group commits to reach net-zero greenhouse gas emissions across the value chain by 2050.
Near-term targets:
Energy & Industry:
Suntory Group commits to reduce absolute scope 1, 2 and 3 GHG emissions 30% by 2030 from a 2019 base year.*
Within this target, Suntory Group commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year.*
Suntory Group also commits to reduce absolute scope 3 GHG emissions 27.5% within the same timeframe.*
*The target boundary includes land-related emissions and removals from bioenergy feedstocks.
FLAG:
Suntory Group commits to reduce absolute scope 1 and 3 FLAG GHG emissions 33.3% by 2030 from a 2019 base year.**
Suntory Group commits to no deforestation across its primary deforestation-linked commodities, with a target date of December 31, 2025.
**The target includes FLAG emissions and removals.
Long-term targets:
Energy & Industry:
Suntory Group commits to reduce absolute scope 1, 2 and 3 GHG emissions 90% by 2050 from a 2019 base year.*
*The target boundary includes land-related emissions and removals from bioenergy feedstocks.
FLAG:
Suntory Group commits to reduce absolute scope 1 and 3 FLAG GHG emissions 72% by 2050 from a 2019 base year.**
**The target includes FLAG emissions and removals.",BA1.5 member,01/04/2021,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,Expired commitment,14/08/2025
40013997,SYSMEX CORPORATION,JP3351100007,5299001ZO4CKWACMZI55,Corporate,Japan,Asia,Healthcare Equipment and Supplies,Targets set,1.5°C,FY2033,,,,,,"Sysmex Corporation commits to reduce absolute scope 1 and 2 GHG emissions 55% by FY2033 from a FY2022 base year. Sysmex Corporation also commits to reduce absolute scope 3 GHG emissions from use of sold products 35% within the same timeframe. Sysmex Corporation further commits that 60% of its suppliers by emissions covering purchased goods and services, capital goods, upstream transportation and distribution and downstream transportation and distribution will have science-based targets by FY2028.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,25/07/2024
40009857,"TAIHO PHARMACEUTICAL CO., LTD",,,Corporate,Japan,Asia,"Pharmaceuticals, Biotechnology and Life Sciences",Targets set,2°C,2030,,,,,,Japanese pharmaceutical company Taiho Pharmaceutical commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2017 base year. Taiho Pharmaceutical also commits to reduce absolute scope 3 GHG emissions 20% by 2030 from a 2017 base year.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C,,17/10/2019
40008841,TAISEI CORPORATION,JP3443600006,529900TF7XJKIOWMLQ79,Corporate,Japan,Asia,Construction and Engineering,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,Overall Net-Zero Target: TAISEI CORPORATION commits to reach net-zero greenhouse gas emissions across the value chain by FY2050. Near-Term Targets: TAISEI CORPORATION commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2022 base year. TAISEI CORPORATION commits to reduce absolute scope 3 GHG emissions from purchased goods and services and use of sold products 25% within the same timeframe.   Long-Term Targets: TAISEI CORPORATION commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2050 from a FY2022 base year. TAISEI CORPORATION commits to reduce absolute scope 3 GHG emissions from purchased goods and services and use of sold products 90% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,24/07/2025
40015576,Takasago Thermal Engineering,JP3455200000,353800VL9UEB0RUJLC67,Corporate,Japan,Asia,Construction and Engineering,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall Net-Zero Target: Takasago Thermal Engineering Co., Ltd. commits to reach net-zero greenhouse gas emissions across the value chain by FY2050. Near-Term Targets: Takasago Thermal Engineering Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 46.2% by FY2030 from a FY2019 base year. Takasago Thermal Engineering Co., Ltd. also commits to reduce absolute scope 3 GHG emissions 27.5% within the same timeframe. Long-Term Targets: Takasago Thermal Engineering Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2050 from a FY2019 base year. Takasago Thermal Engineering Co., Ltd. also commits to reduce absolute scope 3 GHG emissions 90% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,25/07/2024
40011747,Takasago International Corporation,JP3454400007,,Corporate,Japan,Asia,Chemicals,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,Overall Net-Zero Target: Takasago International Corporation commits to reach net-zero greenhouse gas emissions across the value chain by FY2050. Near-Term Targets: Takasago International Corporation commits to reduce absolute scope 1 and 2 GHG emissions 46.2% by FY2030 from a FY2019 base year. Takasago International Corporation also commits to reduce absolute scope 3 GHG emissions 27.5% within the same timeframe.  Long-Term Targets: Takasago International Corporation commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2050 from a FY2019 base year. Takasago International Corporation also commits to reduce absolute scope 3 GHG emissions 90% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,15/05/2025
40004812,Takeda Pharmaceutical Company,JP3463000004,549300ZLMVP4X0OGR454,Corporate,Japan,Asia,"Pharmaceuticals, Biotechnology and Life Sciences",Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2040,Targets set,FY2040,"Overall Net-Zero Target: Takeda Pharmaceutical Company Limited commits to reach net-zero greenhouse gas emissions across the value chain by FY2040. Near-Term Targets: Takeda Pharmaceutical Company commits to reduce absolute scope 1 and 2 GHG emissions 65% by FY2030 from a FY2016 base year.* Takeda Pharmaceutical Company also commits to reduce absolute scope 3 GHG emissions 25% by FY2030 from a FY2022 base year.
*The target boundary includes land-related emissions and removals from bioenergy feedstocks. Long-Term Targets: Takeda Pharmaceutical Company commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2035 from a FY2016 base year.* Takeda Pharmaceutical Company also commits to reduce absolute scope 3 GHG emissions 90% by FY2040 from a FY2022 base year.
*The target boundary includes land-related emissions and removals from bioenergy feedstocks.",BA1.5 member,01/07/2021,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,19/09/2024
40012443,TAKENAKA CORPORATION,NA,NA,Corporate,Japan,Asia,Construction and Engineering,Targets set,1.5°C,2030,,,,,,TAKENAKA CORPORATION commits to reduce absolute scope 1 and 2 GHG emissions 46.2% by 2030 from a 2019 base year. TAKENAKA CORPORATION also commits to reduce absolute scope 3 GHG emissions 27.5% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,18/04/2024
40014010,Teijin limited,JP3544000007,3538000RF6UCIMPKCO54,Corporate,Japan,Asia,Chemicals,Targets set,Well-below 2°C,FY2030,,,,,,Teijin Limited commits to reduce absolute scope 1 and 2 GHG emissions 30% by FY2030 from a FY2018 base year. Teijin Limited also commits to reduce absolute scope 3 GHG emissions from purchased goods and services 15% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C,,16/12/2021
40010967,TOA Corporation,JP3556000002,353800AT816JCLZ5WD63,Corporate,Japan,Asia,Construction and Engineering,Targets set,Well-below 2°C,FY2030,,,,,,TOA CORPORATION commits to reduce absolute scope 1 and 2 GHG emissions 25% by FY2030 from a FY2020 base year. TOA CORPORATION also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and use of sold products 25% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C,,13/10/2022
40010094,Tobishima Corporation,JP3629800008,,Corporate,Japan,Asia,Construction and Engineering,Targets set,Well-below 2°C,2030,,,,,,Japanese building construction and civil engineering company Tobishima Corporation commits to reduce absolute scope 1 and 2 GHG emissions 25% by 2030 from a 2020 base year. Tobishima Corporation commits to reduce absolute scope 3 GHG emissions from purchased goods and services and the use of sold products 13% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C,,01/09/2022
40012574,TOCLAS CORPORATION,NA,NA,Corporate,Japan,Asia,Building Products,Targets set,1.5°C,FY2031,,,,,,TOCLAS CORPORATION commits to reduce absolute scope 1 and 2 GHG emissions 46.2% by FY2031 from a FY2021 base year. TOCLAS CORPORATION also commits to reduce absolute scope３GHG emissions from purchased goods and services and use of sold products 27.5% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,18/04/2024
40009362,TODA Corporation,JP3627000007,353800YUOW66OQZJ9035,Corporate,Japan,Asia,Construction and Engineering,Targets set,1.5°C,FY2030,,,,,,Toda Corporation commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2020 base year*. Toda Corporation also commits to reduce absolute scope 3 GHG emissions 25% by FY2030 from a FY2020 base year. *The target boundary includes land related emissions and removals from bioenergy feedstocks.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,21/04/2022
40001894,Tokyo Electron Limited,JP3571400005,549300H5LSF8DP3RIJ34,Corporate,Japan,Asia,Semiconductors and Semiconductors Equipment,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2040,Targets set,FY2040,"Overall Net-Zero Target: Tokyo Electron Limited commits to reach net-zero greenhouse gas
emissions across the value chain by FY2040.
Near-Term Targets: Tokyo Electron Limited commits to reduce absolute scope 1 and 2 GHG
emissions 70% by FY2030 from a FY2018 base year. Tokyo Electron Limited also commits
to increase active annual sourcing of renewable electricity from 2% in FY2018 to 100% by
FY2030. Tokyo Electron Limited further commits to reduce scope 3 GHG emissions from use
of sold products 55% per wafer processed by FY2030 from a FY2021 base year.
Long-Term Targets: Tokyo Electron Limited commits to reduce absolute scope 1 and 2 GHG
emissions 90% by FY2040 from a FY2018 base year.* Tokyo Electron Limited commits to
reduce absolute scope 3 GHG emissions 90% by FY2040 from a FY2021 base year.*
*The target boundary includes land-related emissions and removals from bioenergy
feedstocks.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,09/01/2025
40001918,"Tokyo Tatemono Co., Ltd.",JP3582600007,529900RQA4JTW1869J86,Corporate,Japan,Asia,Real Estate,Targets set,1.5°C,FY2030,,,,,,"Tokyo Tatemono Co.,Ltd. commits to reduce absolute scope 1 and 2
GHG emissions 46.2% by FY2030 from a FY2019 base year. Tokyo
Tatemono Co.,Ltd. also commits to reduce absolute scope 3 GHG
emissions from use of sold products and downstream leased assets
40% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,04/04/2024
40009447,"Tokyu Construction Co., Ltd.",JP3567410000,529900AF5X5AZCMDF192,Corporate,Japan,Asia,Construction and Engineering,Targets set,1.5°C,FY2035,,,,,,"Near-Term Targets: Tokyu Construction Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 63% by FY2035 from a FY2023 base year.* Tokyu Construction Co., Ltd. also commits to reduce absolute scope 3 GHG emissions 42.5% by FY2035 from a FY2018 base year.* *The target boundary includes land-related emissions and removals from bioenergy feedstocks.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,17/07/2025
40006519,Tokyu Fudosan Holdings Corporation,JP3569200003,NA,Corporate,Japan,Asia,Real Estate,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall Net-Zero Target: Tokyu Fudosan Holdings Corporation commits to reach net-zero greenhouse gas emissions across the value chain by FY2050. Near-Term Targets: Tokyu Fudosan Holdings commits to reduce absolute scope 1 and 2 GHG emissions 46.2% by FY2030 from a FY2019 base year. Tokyu Fudosan Holdings also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods, and use of sold products 46% within the same timeframe.                         Long-Term Targets: Tokyu Fudosan Holdings commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2050 from a FY2019 base year. Tokyu Fudosan Holdings also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods, and use of sold products 90% within the same timeframe.			",BA1.5 member,13/05/2021,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,15/08/2024
40002630,TOPPAN Holdings INC.,JP3629000005,3538003H9W4KIDODQY20,Corporate,Japan,Asia,"Trading Companies and Distributors, and Commercial Services and Supplies",Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall Net-Zero Target: TOPPAN Holdings INC. commits to reach net-zero greenhouse gas emissions across the value chain by FY2050. Near-Term Targets: TOPPAN Holdings INC. commits to reduce absolute scope 1 and 2 GHG emissions 54.6% by FY2030 from a FY2017 base year.
TOPPAN Holdings INC. commits to reduce absolute scope 3 GHG emissions 54.6% within the same timeframe.
 Long-Term Targets: TOPPAN Holdings INC. commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2050 from a FY2017 base year.
TOPPAN Holdings INC. commits to reduce absolute scope 3 GHG emissions 90% within the same timeframe. 
",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,29/08/2024
40011909,Toshiba Corporation,JP3592200004,549300LBHTST91VKHO68,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall Net-Zero Target: Toshiba Corporation commits to reach net-zero GHG emissions across the value chain by FY2050
Near-Term Targets: Toshiba Corporation commits to reduce absolute scope 1 and 2 GHG emissions 70% by FY2030 from a FY2019*. Toshiba Corporation also commits to reduce absolute scope 3 GHG emissions 70% by FY2030 from a FY2019 base year.
Long-Term Targets: Toshiba Corporation commits to reduce absolute scope 1, 2 and 3 GHG emissions 90% by FY2050 from a FY2019 base year*.
*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.",BA1.5 member,09/02/2023,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,28/03/2024
40015470,TOTO LTD.,JP3596200000,NA,Corporate,Japan,Asia,Building Products,Targets set,1.5°C,FY2030,,,,,,TOTO LTD commits to reduce absolute scope 1 and 2 GHG emissions 47.5% by FY2030 from a FY2021 base year. TOTO LTD also commits to increase active annual sourcing of renewable electricity from 15.8% in FY2021 to 100% by FY2030. TOTO LTD further commits to reduce scope 3 GHG emissions from use of sold products 25% by FY2030 from a FY2021.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,28/03/2024
40007357,"TOYOBO CO., LTD.",JP3619800000,5299005EWBCNUAZ4PM62,Corporate,Japan,Asia,Chemicals,Targets set,Well-below 2°C,FY2031,,,,,,"TOYOBO CO., LTD. commits to reduce absolute scope 1 and 2 GHG emissions 27.0% by FY2031 from a FY2021 base year. TOYOBO CO., LTD. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and use of sold products 12.5% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C,,12/01/2023
40008848,TOYOTA BOSHOKU CORPORATION,JP3635400009,,Corporate,Japan,Asia,Automobiles and Components,Targets set,1.5°C,FY2030,,,,,,TOYOTA BOSHOKU CORPORATION commits to reduce absolute scope 1 and 2 GHG emissions 50% by FY2030 from a FY2019 base year. TOYOTA BOSHOKU CORPORATION also commits to reduce absolute scope 3 GHG emissions from purchased goods and services 30% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,31/10/2024
40012460,Toyota Industries Corporation,JP3634600005,35380000WKGEAHEMW830,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,FY2031,,,,,,"Toyota Industries Corporation commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2031 from FY2022 base year.* Toyota Industries Corporation also commits to reduce absolute scope 3 GHG emissions from use of sold products 30% by FY2031 from FY2019 base year.
*The target boundary includes land-related emissions and removals from bioenergy feedstocks.
",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,31/10/2024
40012050,Toyota Motor Corporation,,5493006W3QUS5LMH6R84,Corporate,Japan,Asia,Automobiles and Components,Targets set,1.5°C/Well-below 2°C,2035,,,,,,TOYOTA MOTOR CORPORATION commits to reduce absolute scope 1 and 2 GHG emissions 68% by 2035 from a 2019 base year. TOYOTA MOTOR CORPORATION commits to reduce scope 3 use of sold products GHG emissions from passenger light duty vehicles and light commercial vehicles 33.3% per vehicle km by 2030 from a 2019 base year*. TOYOTA MOTOR CORPORATION commits to reduce scope 3 use of sold products GHG emissions from medium and heavy freight trucks 11.6% per vehicle km by 2030 from a 2019 base year*. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The targets covering greenhouse gas emissions from scope 3 category 11 emissions from use of sold products are consistent with reductions required to keep warming to Well-below 2°C,,03/11/2022
40011402,"TSI HOLDINGS CO., LTD.",JP3538690003,NA,Corporate,Japan,Asia,"Textiles, Apparel, Footwear and Luxury Goods",Targets set,1.5°C,FY2030,,,,Commitment removed,,"TSI HOLDINGS CO., LTD. commits to reduce absolute scope 1 and 2 GHG
emissions 48% by FY2030 from a FY2019 base year. TSI HOLDINGS CO., LTD.
also commits to reduce absolute scope 3 GHG emissions 35% within the same
timeframe.",BA1.5 member,27/10/2022,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,Expired commitment,12/10/2023
40003296,Unicharm Corporation,JP3951600000,353800UQ4BZIJTAQEG85,Corporate,Japan,Asia,"Consumer Durables, Household and Personal Products",Targets set,1.5°C,2031,,,,,,Unicharm Corporation commits to reduce absolute scope 1 and 2 GHG emissions 46.20% by 2031 from a 2021 base year. Unicharm Corporation also commits to reduce absolute scope 3 GHG emissions 27.50% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,03/10/2024
40007960,USHIO INC.,JP3156400008,,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,FY2030,,,,,,USHIO INC. commits to reduce absolute scope 1 and 2 GHG emissions 55% by FY2030 from a FY2017 base year. USHIO INC. also commits to reduce absolute scope 3 GHG emissions from use of sold products 48.3% within the same timeframe. ,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,14/11/2024
40010678,"Yachiyo Engineering Co., Ltd.",NA,984500956DN497D88897,Corporate,Japan,Asia,Professional Services,Targets set,1.5°C,FY2030,,,,,,"Yachiyo Engineering Co., Ltd. commits to reduce absolute scope 1 and 2 GHG
emissions 42% by FY2030 from a FY2021 base year. Yachiyo Engineering Co., Ltd.
also commits to reduce absolute scope 3 GHG emissions 25% within the same
timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,16/11/2023
40008839,Yamaha Corporation,JP3942600002,529900S5TENP3IJS7S02,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,FY2031,,,,Committed,,Japanese multinational corporation and conglomerate Yamaha Corporation commits to reduce absolute scope 1 and 2 GHG emissions 55% by FY2030/31 from a FY2017/18 base year*. Yamaha Corporation also commits to reduce absolute scope 3 GHG emissions 30% within the same timeframe. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,29/06/2023
40012020,Yaskawa Electric Corporation,JP3932000007,3538003K39GR98R0CK58,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,FY2030,,,,,,YASKAWA Electric Corporation commits to reduce absolute scope 1 and 2 GHG emissions 51% by FY2030 from a FY2018 base year. YASKAWA Electric Corporation also commits to reduce absolute scope 3 GHG emissions 15% by FY2030 from a FY2020 base year.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,05/01/2023
40005224,YKK AP Inc.,,,Corporate,Japan,Asia,Building Products,Targets set,Well-below 2°C,2030,,,,,,YKK AP Inc. commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2013 base year. YKK AP Inc. also commits to reduce absolute scope 3 GHG emissions 30% by 2030 from a 2013 base year.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C,,01/02/2021
40000017,YKK Corporation,NA,3538005NRFALKZBG1W96,Corporate,Japan,Asia,"Textiles, Apparel, Footwear and Luxury Goods",Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall Net-Zero Target: YKK Corporation commits to reach net-zero greenhouse gas
emissions across the value chain by FY2050.
Near-Term Targets: YKK Corporation commits to reduce absolute scope 1 and 2 GHG
emissions 50.4% by FY2030 from a FY2018 base year.* YKK Corporation also commits to
reduce absolute scope 3 GHG emissions 30% within the same timeframe.*
*The target boundary includes land-related emissions and removals from bioenergy
feedstocks.
Long-Term Targets: YKK Corporation commits to reduce absolute scope 1 and 2 GHG
emissions 90% by FY2050 from a FY2018 base year.* YKK Corporation also commits to
reduce absolute scope 3 GHG emissions 90% within the same timeframe.*
*The target boundary includes land-related emissions and removals from bioenergy
feedstocks.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,09/01/2025
40013799,Yokogawa Electric Corporation,JP3955000009,529900MV0U7C9WWF4L22,Corporate,Japan,Asia,Electrical Equipment and Machinery,Targets set,1.5°C,FY2030,,,,Committed,,Yokogawa Electric Co. commits to reduce absolute scope 1 and 2 GHG emissions 50% by FY2030 from a FY2019 base year. Yokogawa Electric Co.also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and use of sold product emissions 30% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,27/02/2025
40012216,Yokogawa Rental ＆ Lease Corporation,,,Corporate,Japan,Asia,Software and Services,Targets set,Well-below 2°C,FY2030,,,,,,"Yokogawa Rental & Lease Corporation commits to reduce absolute scope 1 and 2 GHG emissions 28% by FY2030 from a FY2019 base year. Yokogawa Rental & Lease Corporation also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods, fuel and energy related activities and upstream transportation and distribution 14% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C,,23/03/2023
40008408,"ZOZO, Inc.",JP3399310006,NA,Corporate,Japan,Asia,Retailing,Targets set,1.5°C,FY2030,Targets set,1.5°C,FY2050,Targets set,FY2050,"Overall Net-Zero Target: ZOZO, Inc commits to reach net-zero greenhouse gas emissions across the value chain by FY2050. Near-Term Targets: ZOZO, Inc commits to reduce absolute scope 1 and 2 GHG emissions 90% by FY2030 from a FY2020 base year. ZOZO, Inc also commits to increase active annual sourcing of renewable electricity from 0.13% in FY2020 to 100% by FY2025. ZOZO, Inc further commits to reduce absolute scope 3 GHG emissions 42% by FY2030 from a FY2020 base year.  Long-Term Targets: ZOZO, Inc commits to reduce absolute scope 1, 2 and 3 GHG emissions 90% by FY2050 from a FY2020 base year. ZOZO, Inc also commits to maintain a minimum of 90% absolute scope 1 and 2 GHG emissions from FY2030 through FY2050 from a FY2020 base year.",BA1.5 member,30/03/2023,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,17/07/2025
40010089,TEKKEN CORPORATION,JP3545600003,NA,Corporate,Japan,Asia,Construction and Engineering,Targets set,1.5°C,FY2030,,,,,,TEKKEN CORPORATION commits to reduce absolute scope 1 and 2 GHG emissions 42% by FY2030 from a FY2022 base year. TEKKEN CORPORATION commits to reduce absolute scope 3 GHG emissions from use of sold products 25% within the same timeframe.,,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,21/03/2024
40010202,UBE Corporation,JP3158800007,,Corporate,Japan,Asia,Chemicals,Targets set,1.5°C,FY2030,,,,,,"UBE Corporation commits to reduce absolute scope 1 and 2 GHG emissions 45% by FY2030 from a FY2021 base year. UBE Corporation also commits to reduce absolute scope 3 GHG emissions from purchased good and services, end-of-life treatment of sold products and investments 25% within the same timeframe.",,,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,,07/12/2023
