old_path,new_path,phase,data_layer,role,reason,update_required
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/キオクシアホールディングス株式会社__118021424__rep1__gas1.json,data/interim/unclear/118021424_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/118021424_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/キリンホールディングス株式会社__985146306__rep1__gas1.json,data/interim/unclear/985146306_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985146306_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/サカタインクス株式会社__580021818__rep1__gas1.json,data/interim/unclear/580021818_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580021818_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/シライ電子工業株式会社__500107029__rep1__gas1.json,data/interim/unclear/500107029_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/500107029_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/シンフォニアテクノロジー株式会社__985331903__rep1__gas1.json,data/interim/unclear/985331903_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985331903_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/スズキ株式会社__430105873__rep1__gas1.json,data/interim/unclear/430105873_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/430105873_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/センコーグループホールディングス株式会社__580011642__rep1__gas1.json,data/interim/unclear/580011642_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580011642_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/セントラル硝子株式会社__985350103__rep1__gas1.json,data/interim/unclear/985350103_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985350103_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/ダイキン工業株式会社__580002410__rep1__gas1.json,data/interim/unclear/580002410_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580002410_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/デンカ株式会社__985451705__rep1__gas1.json,data/interim/unclear/985451705_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985451705_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/トピー工業株式会社__985454402__rep1__gas1.json,data/interim/unclear/985454402_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985454402_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/トヨタ紡織株式会社__400095186__rep1__gas1.json,data/interim/unclear/400095186_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/400095186_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/トヨタ自動車株式会社__400087148__rep1__gas1.json,data/interim/unclear/400087148_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/400087148_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/ノリタケ株式会社__400108462__rep1__gas1.json,data/interim/unclear/400108462_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/400108462_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/ハリマ化成グループ株式会社__675007221__rep1__gas1.json,data/interim/unclear/675007221_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/675007221_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/マツダ株式会社__600002843__rep1__gas1.json,data/interim/unclear/600002843_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/600002843_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/マブチモーター株式会社__260094087__rep1__gas1.json,data/interim/unclear/260094087_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/260094087_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/ヤマハ株式会社__430015561__rep1__gas1.json,data/interim/unclear/430015561_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/430015561_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/ヤマハ発動機株式会社__430113534__rep1__gas1.json,data/interim/unclear/430113534_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/430113534_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/ユニ_チャーム株式会社__710038762__rep1__gas1.json,data/interim/unclear/710038762_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/710038762_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/ライオン株式会社__985855107__rep1__gas1.json,data/interim/unclear/985855107_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985855107_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/レンゴー株式会社__580006446__rep1__gas1.json,data/interim/unclear/580006446_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580006446_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/三井不動産株式会社__985786707__rep1__gas1.json,data/interim/unclear/985786707_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985786707_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/三井化学株式会社__985786108__rep1__gas1.json,data/interim/unclear/985786108_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985786108_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/三井物産株式会社__985786805__rep1__gas1.json,data/interim/unclear/985786805_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985786805_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/三協立山株式会社__370021004__rep1__gas1.json,data/interim/unclear/370021004_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/370021004_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/三洋化成工業株式会社__500025003__rep1__gas1.json,data/interim/unclear/500025003_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/500025003_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/三浦工業株式会社__740054417__rep1__gas1.json,data/interim/unclear/740054417_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/740054417_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/三菱ケミカルグループ株式会社__985795500__rep1__gas1.json,data/interim/unclear/985795500_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985795500_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/三菱マテリアル株式会社__985793701__rep1__gas1.json,data/interim/unclear/985793701_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985793701_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/三菱商事株式会社__985794404__rep1__gas1.json,data/interim/unclear/985794404_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985794404_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/三菱地所株式会社__985794807__rep1__gas1.json,data/interim/unclear/985794807_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985794807_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/三菱自動車工業株式会社__985794057__rep1__gas1.json,data/interim/unclear/985794057_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985794057_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/三菱製紙株式会社__985794709__rep1__gas1.json,data/interim/unclear/985794709_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985794709_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/三菱製鋼株式会社__985794601__rep1__gas1.json,data/interim/unclear/985794601_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985794601_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/三菱重工業株式会社__985794306__rep1__gas1.json,data/interim/unclear/985794306_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985794306_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/三菱電機株式会社__985795009__rep1__gas1.json,data/interim/unclear/985795009_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985795009_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/上新電機株式会社__580189711__rep1__gas1.json,data/interim/unclear/580189711_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580189711_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/世紀東急工業株式会社__985351601__rep1__gas1.json,data/interim/unclear/985351601_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985351601_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/中越パルプ工業株式会社__985426300__rep1__gas1.json,data/interim/unclear/985426300_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985426300_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/中部電力株式会社__400083612__rep1__gas1.json,data/interim/unclear/400083612_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/400083612_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/丸紅株式会社__985780104__rep1__gas1.json,data/interim/unclear/985780104_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985780104_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/九州旅客鉄道株式会社__800351401__rep1__gas1.json,data/interim/unclear/800351401_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/800351401_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/京セラ株式会社__500062007__rep1__gas1.json,data/interim/unclear/500062007_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/500062007_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/伊藤忠商事株式会社__985036501__rep1__gas1.json,data/interim/unclear/985036501_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985036501_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/住友ゴム工業株式会社__530004309__rep1__gas1.json,data/interim/unclear/530004309_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/530004309_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/住友ベークライト株式会社__985347402__rep1__gas1.json,data/interim/unclear/985347402_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985347402_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/住友化学株式会社__580000809__rep1__gas1.json,data/interim/unclear/580000809_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580000809_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/住友商事株式会社__580004067__rep1__gas1.json,data/interim/unclear/580004067_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580004067_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/住友大阪セメント株式会社__985347206__rep1__gas1.json,data/interim/unclear/985347206_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985347206_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/住友林業株式会社__580028819__rep1__gas1.json,data/interim/unclear/580028819_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580028819_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/住友精化株式会社__580349898__rep1__gas1.json,data/interim/unclear/580349898_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580349898_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/住友金属鉱山株式会社__985346700__rep1__gas1.json,data/interim/unclear/985346700_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985346700_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/住友電気工業株式会社__580002241__rep1__gas1.json,data/interim/unclear/580002241_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580002241_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/共英製鋼株式会社__580085029__rep1__gas1.json,data/interim/unclear/580085029_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580085029_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/出光興産株式会社__985052701__rep1__gas1.json,data/interim/unclear/985052701_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985052701_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/北越コーポレーション株式会社__985753107__rep1__gas1.json,data/interim/unclear/985753107_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985753107_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/北陸電力株式会社__370053821__rep1__gas1.json,data/interim/unclear/370053821_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/370053821_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/南海電気鉄道株式会社__580016326__rep1__gas1.json,data/interim/unclear/580016326_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580016326_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/双日株式会社__986331452__rep1__gas1.json,data/interim/unclear/986331452_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/986331452_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/古河電気工業株式会社__985744304__rep1__gas1.json,data/interim/unclear/985744304_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985744304_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/合同製鐵株式会社__580002803__rep1__gas1.json,data/interim/unclear/580002803_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580002803_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/四国電力株式会社__710029011__rep1__gas1.json,data/interim/unclear/710029011_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/710029011_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/堺化学工業株式会社__570009570__rep1__gas1.json,data/interim/unclear/570009570_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/570009570_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/大同特殊鋼株式会社__400072412__rep1__gas1.json,data/interim/unclear/400072412_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/400072412_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/大和ハウス工業株式会社__580123424__rep1__gas1.json,data/interim/unclear/580123424_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580123424_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/大成建設株式会社__985376100__rep1__gas1.json,data/interim/unclear/985376100_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985376100_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/大日本印刷株式会社__985384406__rep1__gas1.json,data/interim/unclear/985384406_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985384406_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/大東建託株式会社__400231841__rep1__gas1.json,data/interim/unclear/400231841_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/400231841_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/大王製紙株式会社__710034905__rep1__gas1.json,data/interim/unclear/710034905_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/710034905_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/太平洋セメント株式会社__650003624__rep1__gas1.json,data/interim/unclear/650003624_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/650003624_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/富士フイルムホールディングス株式会社__989496732__rep1__gas1.json,data/interim/unclear/989496732_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/989496732_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/富士電機株式会社__985732902__rep1__gas1.json,data/interim/unclear/985732902_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985732902_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/小林製薬株式会社__580006221__rep1__gas1.json,data/interim/unclear/580006221_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580006221_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/小田急電鉄株式会社__985083805__rep1__gas1.json,data/interim/unclear/985083805_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985083805_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/小野薬品工業株式会社__580001842__rep1__gas1.json,data/interim/unclear/580001842_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580001842_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/岩谷産業株式会社__580045257__rep1__gas1.json,data/interim/unclear/580045257_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580045257_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/川崎汽船株式会社__985134029__rep1__gas1.json,data/interim/unclear/985134029_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985134029_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/帝人株式会社__580001341__rep1__gas1.json,data/interim/unclear/580001341_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580001341_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/広島ガス株式会社__600019161__rep1__gas1.json,data/interim/unclear/600019161_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/600019161_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/愛三工業株式会社__400001985__rep1__gas1.json,data/interim/unclear/400001985_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/400001985_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/愛知製鋼株式会社__400004029__rep1__gas1.json,data/interim/unclear/400004029_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/400004029_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/戸田建設株式会社__985456201__rep1__gas1.json,data/interim/unclear/985456201_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985456201_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/新日本電工株式会社__985670407__rep1__gas1.json,data/interim/unclear/985670407_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985670407_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/日本ゼオン株式会社__985660302__rep1__gas1.json,data/interim/unclear/985660302_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985660302_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/日本冶金工業株式会社__985681204__rep1__gas1.json,data/interim/unclear/985681204_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985681204_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/日本特殊陶業株式会社__400108551__rep1__gas1.json,data/interim/unclear/400108551_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/400108551_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/日本紙パルプ商事株式会社__985642304__rep1__gas1.json,data/interim/unclear/985642304_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985642304_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/日本製紙株式会社__985313100__rep1__gas1.json,data/interim/unclear/985313100_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985313100_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/日本製鉄株式会社__985336900__rep1__gas1.json,data/interim/unclear/985336900_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985336900_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/日本軽金属ホールディングス株式会社__985646205__rep1__gas1.json,data/interim/unclear/985646205_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985646205_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/日本郵船株式会社__985681705__rep1__gas1.json,data/interim/unclear/985681705_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985681705_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/日東電工株式会社__580064771__rep1__gas1.json,data/interim/unclear/580064771_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580064771_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/日油株式会社__985681302__rep1__gas1.json,data/interim/unclear/985681302_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985681302_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/日産化学株式会社__985612501__rep1__gas1.json,data/interim/unclear/985612501_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985612501_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/日産自動車株式会社__985612708__rep1__gas1.json,data/interim/unclear/985612708_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985612708_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/日立建機株式会社__985710807__rep1__gas1.json,data/interim/unclear/985710807_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985710807_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/日野自動車株式会社__985712409__rep1__gas1.json,data/interim/unclear/985712409_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985712409_rep1_gas1.json,N
